phylo,sex,family,order_,nimages,black_36_34_31,blue.dark_58_81_126,blue.light_118_156_200,brown.dark_108_89_54,brown.light_171_148_95,green.dark_56_98_48,green.light_138_172_81,grey.dark_90_85_80,grey.light_153_150_143,purple.dark_86_61_123,purple.light_192_139_179,red.dark_161_51_37,red.light_225_113_80,rufous.dark_131_71_46,rufous.light_200_128_80,white_229_228_223,yellow_229_211_134,blue_79_107_151,green_121_157_74,purple_98_70_129,red_177_67_48,rufous_164_98_62,blue.ex_79_104_150,brown.dark.res_108_89_54,brown.light.res_171_148_97,green.ex_129_157_71,purple.res_131_59_135,red.ex_175_67_50,rufous.res_164_98_62,yellow.ex_229_211_134,brown.dark.alt_111_92_56,green.sat_165_186_57,green.unsat_109_149_79,yellow.sat_237_215_81,yellow.unsat_225_209_156,sex.sel.m,sex.sel.f,territoriality,cooperative,Annual.Mean.Temperature,Annual.Precipitation,fruit.nectar.diet,Nocturnal,migration_strategy_class,developmental_mode,log10BodyMass.Value,nest.safety,openness,ForStrat.high
Dendragapus_obscurus,female,phasianidae,galliformes,2,0.178707681,0,1.03E-05,0.011886095,0.011177463,1.11E-05,0,0.411939639,0.255638335,3.10E-05,0,2.07E-05,0,0.000685761,0.00010347,0.128519279,0.001269132,1.03E-05,1.11E-05,3.10E-05,2.07E-05,0.000789232,1.03E-05,0.011886095,0.011177463,1.11E-05,0,5.17E-05,0.000789232,0.001269132,0.010595189,0,1.10612E-05,0,0.001269132,5,0,0,0,17.56342888,512.9000854,0,0,1,0,3.02007525,1,1,-100
Dendragapus_obscurus,male,phasianidae,galliformes,2,0.157962832,0,0,0.012667469,0.013189596,1.11E-05,0,0.41948018,0.28529091,0,0,0,0,0.000117792,5.52E-05,0.110343574,0.000881425,0,1.11E-05,0,0,0.000172952,0,0.012667469,0.013189596,1.11E-05,0,0,0.000172952,0.000881425,0.011553904,0,1.10612E-05,0,0.000881425,5,0,0,0,17.56342888,512.9000854,0,0,1,0,3.02007525,1,1,-100
Dendrexetastes_rufigula,female,dendrocolaptidae,passeriformes,3,0.077565082,1.18E-05,0,0.184002687,0.189127793,3.55E-05,1.18E-05,0.148132927,0.055316375,9.12E-05,0,0.001182185,0.000654201,0.176774575,0.100433597,0.063236047,0.003424142,1.18E-05,4.73E-05,9.12E-05,0.001836385,0.277208171,1.18E-05,0.184002687,0.189105362,6.98E-05,0,0.001927591,0.277208171,0.003424142,0.179049809,0,4.73485E-05,0,0.003424142,0,0,2,0,250.5418091,2328.064209,0,0,1,1,1.84260924,4,1.8,75
Dendrexetastes_rufigula,male,dendrocolaptidae,passeriformes,3,0.077565082,1.18E-05,0,0.184002687,0.189127793,3.55E-05,1.18E-05,0.148132927,0.055316375,9.12E-05,0,0.001182185,0.000654201,0.176774575,0.100433597,0.063236047,0.003424142,1.18E-05,4.73E-05,9.12E-05,0.001836385,0.277208171,1.18E-05,0.184002687,0.189105362,6.98E-05,0,0.001927591,0.277208171,0.003424142,0.179049809,0,4.73485E-05,0,0.003424142,0,0,2,0,250.5418091,2328.064209,0,0,1,1,1.84260924,4,1.8,75
Dendrocincla_anabatina,female,dendrocolaptidae,passeriformes,1,0.096206609,2.98E-05,0,0.256083741,0.26610402,0.000596445,0.001103424,0.171835858,0.037397113,0,0,0,0.000328045,0.017833711,0.111714183,0.021263271,0.019503758,2.98E-05,0.001699869,0,0.000328045,0.129547895,2.98E-05,0.256083741,0.26610402,0.001699869,0,0.000328045,0.129547895,0.019503758,0.247852797,0,0.001699869,0.000178934,0.019324824,5,0,2,0,249.9890442,2107.532471,0,0,1,1,1.534153074,4,1,-50
Dendrocincla_anabatina,male,dendrocolaptidae,passeriformes,1,0.096206609,2.98E-05,0,0.256083741,0.26610402,0.000596445,0.001103424,0.171835858,0.037397113,0,0,0,0.000328045,0.017833711,0.111714183,0.021263271,0.019503758,2.98E-05,0.001699869,0,0.000328045,0.129547895,2.98E-05,0.256083741,0.26610402,0.001699869,0,0.000328045,0.129547895,0.019503758,0.247852797,0,0.001699869,0.000178934,0.019324824,5,0,2,0,249.9890442,2107.532471,0,0,1,1,1.534153074,4,1,-50
Dendrocincla_fuliginosa,female,dendrocolaptidae,passeriformes,2,0.048342766,0.000127906,9.95E-05,0.327164389,0.321348597,0.000451893,0.000493836,0.096770282,0.028477292,0,0,4.25E-05,0.000438489,0.049038822,0.095520963,0.022618836,0.009063924,0.000227389,0.000945729,0,0.000481009,0.144559785,0.000227389,0.327164389,0.321263903,0.001030423,0,0.000481009,0.144559785,0.009063924,0.320524551,0,0.000945729,8.45785E-05,0.008979346,5,0,2,0,250.4732513,2259.099854,0,0,1,1,1.587710965,4,1,-33
Dendrocincla_fuliginosa,male,dendrocolaptidae,passeriformes,2,0.048342766,0.000127906,9.95E-05,0.327164389,0.321348597,0.000451893,0.000493836,0.096770282,0.028477292,0,0,4.25E-05,0.000438489,0.049038822,0.095520963,0.022618836,0.009063924,0.000227389,0.000945729,0,0.000481009,0.144559785,0.000227389,0.327164389,0.321263903,0.001030423,0,0.000481009,0.144559785,0.009063924,0.320524551,0,0.000945729,8.45785E-05,0.008979346,5,0,2,0,250.4732513,2259.099854,0,0,1,1,1.587710965,4,1,-33
Dendrocincla_homochroa,female,dendrocolaptidae,passeriformes,1,0.053735675,2.46E-05,0,0.286950962,0.190521863,0.000221337,0.000368895,0.064851704,0.022502582,0,0,0.001426393,0.003885692,0.160370862,0.183562048,0.027740888,0.003836506,2.46E-05,0.000590232,0,0.005312085,0.34393291,2.46E-05,0.286950962,0.19049727,0.000614825,0,0.005312085,0.34393291,0.003836506,0.278072894,0,0.000590232,9.83719E-05,0.003738134,5,0,2,0,242.553299,2026.680054,0,0,1,1,1.595826777,4,1,40
Dendrocincla_homochroa,male,dendrocolaptidae,passeriformes,1,0.053735675,2.46E-05,0,0.286950962,0.190521863,0.000221337,0.000368895,0.064851704,0.022502582,0,0,0.001426393,0.003885692,0.160370862,0.183562048,0.027740888,0.003836506,2.46E-05,0.000590232,0,0.005312085,0.34393291,2.46E-05,0.286950962,0.19049727,0.000614825,0,0.005312085,0.34393291,0.003836506,0.278072894,0,0.000590232,9.83719E-05,0.003738134,5,0,2,0,242.553299,2026.680054,0,0,1,1,1.595826777,4,1,40
Dendrocincla_merula,female,dendrocolaptidae,passeriformes,2,0.17103598,7.08E-05,2.83E-05,0.192909226,0.050497559,0,8.65E-05,0.28967623,0.035065451,7.23E-05,0,0.000601252,0.000103716,0.181356191,0.046825318,0.030660354,0.001010763,9.91E-05,8.65E-05,7.23E-05,0.000704968,0.228181509,9.91E-05,0.192909226,0.050497559,8.65E-05,0,0.000777303,0.228181509,0.001010763,0.185023244,0,8.6496E-05,0,0.001010763,5,0,2,0,250.5379181,2411.628906,0,0,1,1,1.698883137,4,1.5,-50
Dendrocincla_merula,male,dendrocolaptidae,passeriformes,2,0.17103598,7.08E-05,2.83E-05,0.192909226,0.050497559,0,8.65E-05,0.28967623,0.035065451,7.23E-05,0,0.000601252,0.000103716,0.181356191,0.046825318,0.030660354,0.001010763,9.91E-05,8.65E-05,7.23E-05,0.000704968,0.228181509,9.91E-05,0.192909226,0.050497559,8.65E-05,0,0.000777303,0.228181509,0.001010763,0.185023244,0,8.6496E-05,0,0.001010763,5,0,2,0,250.5379181,2411.628906,0,0,1,1,1.698883137,4,1.5,-50
Dendrocincla_turdina,female,furnariidae,passeriformes,2,0.065918143,0.000168365,0.000447208,0.352342227,0.316351172,0.000717415,0.00105944,0.133274976,0.026017627,2.32E-05,1.10E-05,2.32E-05,0,0.063901321,0.012725606,0.019617622,0.007401582,0.000615573,0.001776855,3.41E-05,2.32E-05,0.076626926,0.000615573,0.352342227,0.316351172,0.001776855,0,5.73E-05,0.076626926,0.007401582,0.34294681,0,0.001776855,0,0.007401582,5,0,2,0,212.9667206,1484.33728,0,0,1,1,1.591064607,4,1,10
Dendrocincla_turdina,male,furnariidae,passeriformes,2,0.065918143,0.000168365,0.000447208,0.352342227,0.316351172,0.000717415,0.00105944,0.133274976,0.026017627,2.32E-05,1.10E-05,2.32E-05,0,0.063901321,0.012725606,0.019617622,0.007401582,0.000615573,0.001776855,3.41E-05,2.32E-05,0.076626926,0.000615573,0.352342227,0.316351172,0.001776855,0,5.73E-05,0.076626926,0.007401582,0.34294681,0,0.001776855,0,0.007401582,5,0,2,0,212.9667206,1484.33728,0,0,1,1,1.591064607,4,1,10
Dendrocincla_tyrannina,female,dendrocolaptidae,passeriformes,1,0.048932153,3.26E-05,3.26E-05,0.317945045,0.347310848,0.000195338,0.000813908,0.125862743,0.032230759,0,0,0,3.26E-05,0.03877458,0.054955072,0.023407996,0.00947389,6.51E-05,0.001009246,0,3.26E-05,0.093729652,6.51E-05,0.317945045,0.347148066,0.001172028,0,3.26E-05,0.093729652,0.00947389,0.312312801,0,0.001009246,3.25563E-05,0.009441334,5,0,2,0,149.4970398,1878.587036,0,0,1,1,1.739572344,4,1,40
Dendrocincla_tyrannina,male,dendrocolaptidae,passeriformes,1,0.048932153,3.26E-05,3.26E-05,0.317945045,0.347310848,0.000195338,0.000813908,0.125862743,0.032230759,0,0,0,3.26E-05,0.03877458,0.054955072,0.023407996,0.00947389,6.51E-05,0.001009246,0,3.26E-05,0.093729652,6.51E-05,0.317945045,0.347148066,0.001172028,0,3.26E-05,0.093729652,0.00947389,0.312312801,0,0.001009246,3.25563E-05,0.009441334,5,0,2,0,149.4970398,1878.587036,0,0,1,1,1.739572344,4,1,40
Dendrocitta_bayleyi,female,corvidae,passeriformes,1,0.297840237,0.000710059,8.88E-05,0.129763314,0.025325444,0,2.96E-05,0.335473373,0.109230769,0,0,0,0,0.010177515,0.00056213,0.081449704,0.009349112,0.000798817,2.96E-05,0,0,0.010739645,0.000798817,0.129763314,0.025295858,5.92E-05,0,0,0.010739645,0.009349112,0.125266272,2.95858E-05,0,2.95858E-05,0.009319527,0,0,2,0,271.3110046,2957.717041,0,0,1,1,2.008429827,2,1,-5
Dendrocitta_bayleyi,male,corvidae,passeriformes,1,0.297840237,0.000710059,8.88E-05,0.129763314,0.025325444,0,2.96E-05,0.335473373,0.109230769,0,0,0,0,0.010177515,0.00056213,0.081449704,0.009349112,0.000798817,2.96E-05,0,0,0.010739645,0.000798817,0.129763314,0.025295858,5.92E-05,0,0,0.010739645,0.009349112,0.125266272,2.95858E-05,0,2.95858E-05,0.009319527,0,0,2,0,271.3110046,2957.717041,0,0,1,1,2.008429827,2,1,-5
Dendrocitta_formosae,female,corvidae,passeriformes,3,0.365001308,0.000174188,4.71E-05,0.015104094,0.007521715,0,0,0.260696727,0.146011499,0,0,0,0,0.001284168,0.000429304,0.201466186,0.002263682,0.000221317,0,0,0,0.001713472,0.000221317,0.015104094,0.007521715,0,0,0,0.001713472,0.002263682,0.014802407,0,0,0,0.002263682,0,0,2,0,186.7127075,1614.389893,0,0,1,1,2.011739561,2,1.25,-5
Dendrocitta_formosae,male,corvidae,passeriformes,3,0.365001308,0.000174188,4.71E-05,0.015104094,0.007521715,0,0,0.260696727,0.146011499,0,0,0,0,0.001284168,0.000429304,0.201466186,0.002263682,0.000221317,0,0,0,0.001713472,0.000221317,0.015104094,0.007521715,0,0,0,0.001713472,0.002263682,0.014802407,0,0,0,0.002263682,0,0,2,0,186.7127075,1614.389893,0,0,1,1,2.011739561,2,1.25,-5
Dendrocitta_frontalis,female,corvidae,passeriformes,1,0.284271161,2.84E-05,0,0.074714111,0.024346642,0,0,0.132374223,0.094775971,0,0,0,0,0.072188644,0.012144945,0.302857467,0.002298459,2.84E-05,0,0,0,0.084333589,2.84E-05,0.074714111,0.024346642,0,0,0,0.084333589,0.002298459,0.072614284,0,0,0,0.002298459,0,0,2,0,183.4428711,2907.347168,0,0,1,1,2.003977242,2,1.333333333,5
Dendrocitta_frontalis,male,corvidae,passeriformes,1,0.284271161,2.84E-05,0,0.074714111,0.024346642,0,0,0.132374223,0.094775971,0,0,0,0,0.072188644,0.012144945,0.302857467,0.002298459,2.84E-05,0,0,0,0.084333589,2.84E-05,0.074714111,0.024346642,0,0,0,0.084333589,0.002298459,0.072614284,0,0,0,0.002298459,0,0,2,0,183.4428711,2907.347168,0,0,1,1,2.003977242,2,1.333333333,5
Dendrocitta_leucogastra,female,corvidae,passeriformes,1,0.291739895,0.000312439,0.000390549,0.013825425,0.025854325,0,0,0.171919547,0.071353251,0,3.91E-05,3.91E-05,0,0.022026948,0.013122437,0.389064636,0.000312439,0.000702988,0,3.91E-05,3.91E-05,0.035149385,0.000702988,0.013825425,0.025854325,0,0,7.81E-05,0.035149385,0.000312439,0.013278657,0,0,0,0.000312439,0,0,2,0,251.0740051,2584.922363,0,0,1,1,1.996511672,2,1,45
Dendrocitta_leucogastra,male,corvidae,passeriformes,1,0.291739895,0.000312439,0.000390549,0.013825425,0.025854325,0,0,0.171919547,0.071353251,0,3.91E-05,3.91E-05,0,0.022026948,0.013122437,0.389064636,0.000312439,0.000702988,0,3.91E-05,3.91E-05,0.035149385,0.000702988,0.013825425,0.025854325,0,0,7.81E-05,0.035149385,0.000312439,0.013278657,0,0,0,0.000312439,0,0,2,0,251.0740051,2584.922363,0,0,1,1,1.996511672,2,1,45
Dendrocitta_occipitalis,female,corvidae,passeriformes,1,0.301867725,0.002021185,0.000935734,0.059250664,0.136242842,0,0,0.226821874,0.167159486,0,0,0,0,0.000149717,0.000449152,0.104652468,0.000449152,0.002956919,0,0,0,0.00059887,0.002956919,0.059250664,0.136242842,0,0,0,0.00059887,0.000449152,0.058052925,0,0,0,0.000449152,0,0,2,0,224.5168152,2893.177734,0,0,1,1,1.979092901,2,1.333333333,45
Dendrocitta_occipitalis,male,corvidae,passeriformes,1,0.301867725,0.002021185,0.000935734,0.059250664,0.136242842,0,0,0.226821874,0.167159486,0,0,0,0,0.000149717,0.000449152,0.104652468,0.000449152,0.002956919,0,0,0,0.00059887,0.002956919,0.059250664,0.136242842,0,0,0,0.00059887,0.000449152,0.058052925,0,0,0,0.000449152,0,0,2,0,224.5168152,2893.177734,0,0,1,1,1.979092901,2,1.333333333,45
Dendrocitta_vagabunda,female,corvidae,passeriformes,3,0.21979058,2.06E-05,2.06E-05,0.054225654,0.107427554,0,0,0.15060573,0.134751471,0,0,0,0,0.034420238,0.003484725,0.246212732,0.049040147,4.12E-05,0,0,0,0.037904963,4.12E-05,0.054225654,0.107325983,0.000101571,0,0,0.037904963,0.049040147,0.05327534,0,0,3.83127E-05,0.049001834,0,0,2,0,252.4950867,1344.847534,0,0,1,1,2,2,1,40
Dendrocitta_vagabunda,male,corvidae,passeriformes,3,0.21979058,2.06E-05,2.06E-05,0.054225654,0.107427554,0,0,0.15060573,0.134751471,0,0,0,0,0.034420238,0.003484725,0.246212732,0.049040147,4.12E-05,0,0,0,0.037904963,4.12E-05,0.054225654,0.107325983,0.000101571,0,0,0.037904963,0.049040147,0.05327534,0,0,3.83127E-05,0.049001834,0,0,2,0,252.4950867,1344.847534,0,0,1,1,2,2,1,40
Dendrocolaptes_certhia,female,dendrocolaptidae,passeriformes,5,0.075700706,0.000296882,2.63E-05,0.230842489,0.208422304,2.59E-05,2.09E-05,0.1656207,0.045932846,0.000221743,1.89E-05,0.000496591,0.000496601,0.143783419,0.076965843,0.030812691,0.020315242,0.000323199,4.67E-05,0.000240638,0.000993192,0.220749262,0.000349053,0.230842489,0.208287049,0.000181986,0,0.001207976,0.220742303,0.020322201,0.223376697,0,4.67312E-05,0.00056978,0.019745461,0,0,2,0,248.7928314,2348.593506,0,0,1,1,1.836956737,4,1.4,40
Dendrocolaptes_certhia,male,dendrocolaptidae,passeriformes,5,0.075700706,0.000296882,2.63E-05,0.230842489,0.208422304,2.59E-05,2.09E-05,0.1656207,0.045932846,0.000221743,1.89E-05,0.000496591,0.000496601,0.143783419,0.076965843,0.030812691,0.020315242,0.000323199,4.67E-05,0.000240638,0.000993192,0.220749262,0.000349053,0.230842489,0.208287049,0.000181986,0,0.001207976,0.220742303,0.020322201,0.223376697,0,4.67312E-05,0.00056978,0.019745461,0,0,2,0,248.7928314,2348.593506,0,0,1,1,1.836956737,4,1.4,40
Dendrocolaptes_hoffmannsi,female,dendrocolaptidae,passeriformes,1,0.062761807,0.000191493,2.39E-05,0.334370587,0.195538215,0,0,0.196328123,0.037388994,0,0,9.57E-05,4.79E-05,0.11769634,0.02221318,0.026569644,0.006774062,0.00021543,0,0,0.00014362,0.13990952,0.00021543,0.334370587,0.195538215,0,0,0.00014362,0.13990952,0.006774062,0.330301362,0,0,2.39366E-05,0.006750126,0,0,2,0,250.959198,2149.19458,0,0,1,1,1.919078092,4,1,-75
Dendrocolaptes_hoffmannsi,male,dendrocolaptidae,passeriformes,1,0.062761807,0.000191493,2.39E-05,0.334370587,0.195538215,0,0,0.196328123,0.037388994,0,0,9.57E-05,4.79E-05,0.11769634,0.02221318,0.026569644,0.006774062,0.00021543,0,0,0.00014362,0.13990952,0.00021543,0.334370587,0.195538215,0,0,0.00014362,0.13990952,0.006774062,0.330301362,0,0,2.39366E-05,0.006750126,0,0,2,0,250.959198,2149.19458,0,0,1,1,1.919078092,4,1,-75
Dendrocolaptes_picumnus,female,dendrocolaptidae,passeriformes,5,0.089031284,0.000261884,0.000123979,0.188328082,0.211591716,9.31E-05,0.000133758,0.160936594,0.054620547,0.000259754,0,3.54E-05,7.40E-05,0.11540421,0.097307946,0.043348979,0.038448778,0.000385863,0.000226868,0.000259754,0.00010938,0.212712156,0.000431509,0.188328082,0.211472157,0.000346427,0,0.000323487,0.212698297,0.038462637,0.180288988,0,0.000226868,0.000547007,0.037901771,0,0,2,0,245.2260284,2210.252686,0,0,1,1,1.88422877,4,1,-50
Dendrocolaptes_picumnus,male,dendrocolaptidae,passeriformes,5,0.089031284,0.000261884,0.000123979,0.188328082,0.211591716,9.31E-05,0.000133758,0.160936594,0.054620547,0.000259754,0,3.54E-05,7.40E-05,0.11540421,0.097307946,0.043348979,0.038448778,0.000385863,0.000226868,0.000259754,0.00010938,0.212712156,0.000431509,0.188328082,0.211472157,0.000346427,0,0.000323487,0.212698297,0.038462637,0.180288988,0,0.000226868,0.000547007,0.037901771,0,0,2,0,245.2260284,2210.252686,0,0,1,1,1.88422877,4,1,-50
Dendrocolaptes_platyrostris,female,dendrocolaptidae,passeriformes,2,0.110950452,0.000110786,1.56E-05,0.210434998,0.277268115,1.56E-05,0,0.165307291,0.059848771,4.67E-05,0,3.11E-05,0,0.0397541,0.04882488,0.06143122,0.025960432,0.000126351,1.56E-05,4.67E-05,3.11E-05,0.088578979,0.000126351,0.210434998,0.27725255,3.11E-05,0,7.78E-05,0.088578979,0.025960432,0.203220813,0,1.55652E-05,1.55652E-05,0.025944867,0,0,2,0,234.7418365,1325.79126,0,0,1,1,1.790285164,4,1,-75
Dendrocolaptes_platyrostris,male,dendrocolaptidae,passeriformes,2,0.110950452,0.000110786,1.56E-05,0.210434998,0.277268115,1.56E-05,0,0.165307291,0.059848771,4.67E-05,0,3.11E-05,0,0.0397541,0.04882488,0.06143122,0.025960432,0.000126351,1.56E-05,4.67E-05,3.11E-05,0.088578979,0.000126351,0.210434998,0.27725255,3.11E-05,0,7.78E-05,0.088578979,0.025960432,0.203220813,0,1.55652E-05,1.55652E-05,0.025944867,0,0,2,0,234.7418365,1325.79126,0,0,1,1,1.790285164,4,1,-75
Dendrocopos_assimilis,female,picidae,piciformes,1,0.329715028,0,0,9.80E-05,0.000441058,0,0,0.091102889,0.056724903,0,0,0.011761535,0.002156281,0.002352307,0.003332435,0.500624832,0.001690721,0,0,0,0.013917816,0.005684742,0,9.80E-05,0.000441058,0,0,0.013917816,0.005684742,0.001690721,7.35096E-05,0,0,0,0.001690721,0,0,2,0,251.5986633,216.1510162,0,0,1,1,1.714664993,4,2.5,0
Dendrocopos_assimilis,male,picidae,piciformes,1,0.32287441,0,0,0.000137981,0.00063471,0,0,0.088638684,0.057399895,0,0,0.025664376,0.002814803,0.003283936,0.003973839,0.493363137,0.001214229,0,0,0,0.028479179,0.007257775,0,0.000137981,0.00063471,0,0,0.028479179,0.007257775,0.001214229,0.000110384,0,0,0,0.001214229,0,0,2,0,251.5986633,216.1510162,0,0,1,1,1.714664993,4,2.5,0
Dendrocopos_atratus,female,picidae,piciformes,1,0.359288476,0,0,0.002873263,0.025154111,0,0,0.124569011,0.073686135,0,0,0.007026434,0.005772647,0.000835858,0.003238951,0.283329851,0.114225264,0,0,0,0.012799081,0.004074809,0,0.002873263,0.025154111,0,0,0.012799081,0.004074809,0.114225264,0.002429213,0,0,0,0.114225264,0,0,2,0,206.9822998,1783.032227,0,0,1,1,1.669595781,4,1.666666667,40
Dendrocopos_atratus,male,picidae,piciformes,1,0.354060843,0,0,0.003097963,0.027267653,0,2.79E-05,0.120764722,0.07449065,0,0,0.031872732,0.010214904,0.003991069,0.008596148,0.243483115,0.122132291,0,2.79E-05,0,0.042087636,0.012587217,0,0.003097963,0.027267653,2.79E-05,0,0.042087636,0.012587217,0.122132291,0.0026235,0,2.79096E-05,0,0.122132291,0,0,2,0,206.9822998,1783.032227,0,0,1,1,1.669595781,4,1.666666667,40
Dendrocopos_auriceps,female,picidae,piciformes,1,0.256644092,0,0,0.000782377,0.03530476,0,0,0.127478546,0.121023936,2.44E-05,0,0.00745703,0.004694262,0.000733478,0.010708785,0.398278771,0.036869514,0,0,2.44E-05,0.012151292,0.011442263,0,0.000782377,0.03530476,0,0,0.012175741,0.011442263,0.036869514,0.000782377,0,0,0.000244493,0.036625021,0,0,2,0,22.025774,755.8587036,0,0,1,1,1.601190533,4,1.5,15
Dendrocopos_auriceps,male,picidae,piciformes,1,0.306348045,0,0,0.000433499,0.014603484,0,0,0.12086483,0.113278604,5.42E-05,0,0.013953236,0.005743857,0.001381777,0.013302988,0.391909832,0.01812566,0,0,5.42E-05,0.019697093,0.014684765,0,0.000433499,0.014549297,5.42E-05,0,0.01975128,0.014684765,0.01812566,0.000406405,0,0,0.004849766,0.013275895,0,0,2,0,22.025774,755.8587036,0,0,1,1,1.601190533,4,1.5,15
Dendrocopos_canicapillus,female,picidae,piciformes,3,0.336319936,2.17E-05,0,0.005214296,0.026858083,0,0,0.180038765,0.122690015,0,0,0,0,7.74E-05,2.81E-05,0.248569712,0.080182001,2.17E-05,0,0,0,0.000105505,2.17E-05,0.005214296,0.026836982,2.11E-05,0,0,0.000105505,0.080182001,0.004733533,0,0,0.001125389,0.079056611,0,0,1,0,172.3697968,1570.042114,0,0,1,1,1.410945859,4,1.25,33
Dendrocopos_canicapillus,male,picidae,piciformes,6,0.392726522,1.30E-05,0,0.004187945,0.020692676,0,0,0.157452052,0.100575076,9.51E-06,0,0.001163517,7.41E-05,0.000634213,6.22E-05,0.254797924,0.067611267,1.30E-05,0,9.51E-06,0.001237622,0.000696422,1.30E-05,0.004187945,0.020680333,1.23E-05,0,0.001247132,0.000696422,0.067611267,0.003713132,0,0,0.000662437,0.06694883,0,0,1,0,172.3697968,1570.042114,0,0,1,1,1.410945859,4,1.25,33
Dendrocopos_cathpharius,female,picidae,piciformes,2,0.416264202,0,0,0.002971276,0.035085996,0,0,0.135192762,0.073461165,1.33E-05,0,0.004212659,0.003079507,0.00118641,0.006531721,0.244277998,0.077722972,0,0,1.33E-05,0.007292167,0.007718131,0,0.002971276,0.035085996,0,0,0.007305498,0.007718131,0.077722972,0.002758089,0,0,0,0.077722972,0,0,2,0,135.8641052,1338.666138,0,0,1,1,1.487703863,4,1,0
Dendrocopos_cathpharius,male,picidae,piciformes,6,0.398836067,8.03E-06,0,0.002617856,0.025747646,0,0,0.124133651,0.066317967,4.58E-05,0,0.03017464,0.007072413,0.002783631,0.009148248,0.276476289,0.056637778,8.03E-06,0,4.58E-05,0.037247053,0.011931879,1.37E-05,0.002617856,0.025747646,0,0,0.03728712,0.011931879,0.056637778,0.002396737,0,0,0,0.056637778,0,0,2,0,135.8641052,1338.666138,0,0,1,1,1.487703863,4,1,0
Dendrocopos_darjellensis,female,picidae,piciformes,1,0.506702834,2.24E-05,0,0.003990316,0.021408716,0,0,0.140557747,0.072072274,4.48E-05,0,0.013428085,0.009392934,0.003878228,0.0017934,0.165889527,0.060818687,2.24E-05,0,4.48E-05,0.022821019,0.005671628,2.24E-05,0.003990316,0.021386298,2.24E-05,0,0.022865854,0.005671628,0.060818687,0.003340208,0,0,0.009280846,0.051537841,0,0,2,0,115.3017273,1726.834473,0,0,1,1,1.849173633,4,1.5,33
Dendrocopos_darjellensis,male,picidae,piciformes,1,0.551895845,2.59E-05,0,0.004279268,0.018543493,0,0,0.145002334,0.071839826,5.19E-05,0,0.026531459,0.010944551,0.004408942,0.002463821,0.122231444,0.041781213,2.59E-05,0,5.19E-05,0.03747601,0.006872763,2.59E-05,0.004279268,0.018543493,0,0,0.03752788,0.006872763,0.041781213,0.003579024,0,0,0.003241869,0.038539343,0,0,2,0,115.3017273,1726.834473,0,0,1,1,1.849173633,4,1.5,33
Dendrocopos_dorae,female,picidae,piciformes,1,0.104099506,0,0,0.052358693,0.207205029,0,0,0.130077369,0.049591661,0,0,0.000107458,0,0.001799914,0.000295508,0.093891038,0.360573823,0,0,0,0.000107458,0.002095422,0,0.052358693,0.207205029,0,0,0.000107458,0.002095422,0.360573823,0.051257253,0,0,0,0.360573823,0,0,2,0,244.5923309,150.5304413,0,0,1,1,1.289811839,4,1.666666667,30
Dendrocopos_dorae,male,picidae,piciformes,1,0.114728591,0,0,0.059331239,0.228723248,0,0,0.142383231,0.054311129,0,0,0.008631066,0.001497226,0.00223116,0.001849514,0.073011772,0.313301823,0,0,0,0.010128292,0.004080674,0,0.059331239,0.228723248,0,0,0.010128292,0.004080674,0.313301823,0.058127587,0,0,0,0.313301823,0,0,2,0,244.5923309,150.5304413,0,0,1,1,1.289811839,4,1.666666667,30
Dendrocopos_himalayensis,female,picidae,piciformes,1,0.322015802,0,0,0.000688068,0.069494863,0,0,0.128692434,0.072745391,0,0,0.011507343,0.00728403,0.002325195,0.003748784,0.260184592,0.121313498,0,0,0,0.018791373,0.006073979,0,0.000688068,0.069494863,0,0,0.018791373,0.006073979,0.121313498,0.000640615,0,0,0,0.121313498,0,0,2,0,103.7104187,1310.174438,0,0,1,1,1.830845192,4,1.333333333,20
Dendrocopos_himalayensis,male,picidae,piciformes,2,0.330607111,0,0,0.000395629,0.043047078,0,0,0.105024526,0.063430607,1.45E-05,2.61E-05,0.038282298,0.005900545,0.003712486,0.003613466,0.331692976,0.074252693,0,0,4.06E-05,0.044182843,0.007325953,0,0.000395629,0.043047078,0,0,0.044223428,0.007325953,0.074252693,0.000369546,0,0,0,0.074252693,0,0,2,0,103.7104187,1310.174438,0,0,1,1,1.830845192,4,1.333333333,20
Dendrocopos_hyperythrus,female,picidae,piciformes,1,0.316852514,0,0,0.002419525,0.065853145,0,2.63E-05,0.145066274,0.061908268,5.26E-05,0,0.029849569,0.022906585,0.016568483,0.150089417,0.13494109,0.053466232,0,2.63E-05,5.26E-05,0.052756154,0.1666579,0,0.002419525,0.065853145,2.63E-05,0,0.052808752,0.1666579,0.053466232,0.002288029,0,2.62992E-05,0,0.053466232,0,0,1,0,127.9668808,1494.055908,0,0,2,1,1.667359546,4,1,75
Dendrocopos_hyperythrus,male,picidae,piciformes,2,0.313145598,3.98E-05,0,0.002403168,0.06888399,0,0,0.143891817,0.059498209,2.96E-05,0,0.048053561,0.019219136,0.014461401,0.084134437,0.139292033,0.106947185,3.98E-05,0,2.96E-05,0.067272698,0.098595838,3.98E-05,0.002403168,0.06888399,0,0,0.067302329,0.098595838,0.106947185,0.002208052,0,0,2.65555E-05,0.106920629,0,0,1,0,127.9668808,1494.055908,0,0,2,1,1.667359546,4,1,75
