Avibase.ID,Species1_BirdLife,Species2_eBird,Species3_BirdTree
AVIBASE-D3220040,Prunella montanella,Prunella montanella,Prunella montanella
AVIBASE-E48FE505,Prunella ocularis,Prunella ocularis,Prunella ocularis
AVIBASE-14C13A71,Prunella ocularis,Prunella fagani,Prunella fagani
AVIBASE-0158561B,Prunella rubeculoides,Prunella rubeculoides,Prunella rubeculoides
AVIBASE-18D3C762,Prunella rubida,Prunella rubida,Prunella rubida
AVIBASE-68193296,Prunella strophiata,Prunella strophiata,Prunella strophiata
AVIBASE-88AAE3D3,Psalidoprocne albiceps,Psalidoprocne albiceps,Psalidoprocne albiceps
AVIBASE-F9E192E8,Psalidoprocne fuliginosa,Psalidoprocne fuliginosa,Psalidoprocne fuliginosa
AVIBASE-C780C198,Psalidoprocne nitens,Psalidoprocne nitens,Psalidoprocne nitens
AVIBASE-8CA8B659,Psalidoprocne obscura,Psalidoprocne obscura,Psalidoprocne obscura
AVIBASE-4AC57370,Psalidoprocne pristoptera,Psalidoprocne pristoptera,Psalidoprocne pristoptera
AVIBASE-FC2CC96E,Psaltria exilis,Psaltria exilis,Psaltria exilis
AVIBASE-AE37ED4D,Psaltriparus minimus,Psaltriparus minimus,Psaltriparus minimus
AVIBASE-63944E03,Psarisomus dalhousiae,Psarisomus dalhousiae,Psarisomus dalhousiae
AVIBASE-3A9903BB,Psarocolius angustifrons,Psarocolius angustifrons,Psarocolius angustifrons
AVIBASE-9EAB043D,Psarocolius atrovirens,Psarocolius atrovirens,Psarocolius atrovirens
AVIBASE-DCEE63B7,Psarocolius bifasciatus,Psarocolius bifasciatus,Psarocolius bifasciatus
AVIBASE-B7EA49C4,Psarocolius cassini,Psarocolius cassini,Psarocolius cassini
AVIBASE-509940AF,Psarocolius decumanus,Psarocolius decumanus,Psarocolius decumanus
AVIBASE-0BA83156,Psarocolius guatimozinus,Psarocolius guatimozinus,Psarocolius guatimozinus
AVIBASE-156BF650,Psarocolius montezuma,Psarocolius montezuma,Psarocolius montezuma
AVIBASE-F65127F8,Psarocolius oleagineus,Psarocolius angustifrons,Psarocolius angustifrons
AVIBASE-FC234BA1,Psarocolius viridis,Psarocolius viridis,Psarocolius viridis
AVIBASE-0B4AD6B3,Psarocolius wagleri,Psarocolius wagleri,Psarocolius wagleri
AVIBASE-6DF6B219,Psarocolius yuracares,Psarocolius bifasciatus,Psarocolius bifasciatus
AVIBASE-BCFC9B1D,Pselliophorus luteoviridis,Atlapetes luteoviridis,Pselliophorus luteoviridis
AVIBASE-4CB9ABDC,Pselliophorus tibialis,Atlapetes tibialis,Pselliophorus tibialis
AVIBASE-9551D3F3,Psephotellus chrysopterygius,Psephotus chrysopterygius,Psephotus chrysopterygius
AVIBASE-E12284B8,Psephotellus dissimilis,Psephotus dissimilis,Psephotus dissimilis
AVIBASE-E3EDF6CC,Psephotellus varius,Psephotus varius,Psephotus varius
AVIBASE-D50BD34B,Psephotus haematonotus,Psephotus haematonotus,Psephotus haematonotus
AVIBASE-0A894A55,Pseudasthenes cactorum,Pseudasthenes cactorum,Asthenes cactorum
AVIBASE-036BA013,Pseudasthenes humicola,Pseudasthenes humicola,Asthenes humicola
AVIBASE-8E8F14D2,Pseudasthenes patagonica,Pseudasthenes patagonica,Asthenes patagonica
AVIBASE-02A59CEE,Pseudasthenes steinbachi,Pseudasthenes steinbachi,Asthenes steinbachi
AVIBASE-E35448DE,Pseudastur albicollis,Pseudastur albicollis,Leucopternis albicollis
AVIBASE-D0723571,Pseudastur occidentalis,Pseudastur occidentalis,Leucopternis occidentalis
AVIBASE-2C01A6E5,Pseudastur polionotus,Pseudastur polionotus,Leucopternis polionotus
AVIBASE-C4148CBF,Pseudelaenia leucospodia,Pseudelaenia leucospodia,Pseudelaenia leucospodia
AVIBASE-62A79530,Pseudeos fuscata,Pseudeos fuscata,Pseudeos fuscata
AVIBASE-97E7A30B,Pseudhirundo griseopyga,Pseudhirundo griseopyga,Pseudhirundo griseopyga
AVIBASE-9FDF4A2E,Pseudibis davisoni,Pseudibis davisoni,Pseudibis davisoni
AVIBASE-2B954EC3,Pseudibis papillosa,Pseudibis papillosa,Pseudibis papillosa
AVIBASE-7BB35115,Pseudobias wardi,Pseudobias wardi,Pseudobias wardi
AVIBASE-9331EDA7,Pseudobulweria aterrima,Pseudobulweria aterrima,Pseudobulweria aterrima
AVIBASE-AA1E16FC,Pseudobulweria becki,Pseudobulweria becki,Pseudobulweria becki
AVIBASE-54D9B4DB,Pseudobulweria macgillivrayi,Pseudobulweria macgillivrayi,Pseudobulweria macgillivrayi
AVIBASE-FCFBB7D9,Pseudobulweria rostrata,Pseudobulweria rostrata,Pseudobulweria rostrata
AVIBASE-B8AE6DAF,Pseudocalyptomena graueri,Pseudocalyptomena graueri,Pseudocalyptomena graueri
AVIBASE-F0C6A985,Pseudochelidon eurystomina,Pseudochelidon eurystomina,Pseudochelidon eurystomina
AVIBASE-0898B91B,Pseudocolaptes boissonneauii,Pseudocolaptes boissonneautii,Pseudocolaptes boissonneautii
AVIBASE-399DC574,Pseudocolaptes johnsoni,Pseudocolaptes lawrencii,Pseudocolaptes johnsoni
AVIBASE-74CEB92D,Pseudocolaptes lawrencii,Pseudocolaptes lawrencii,Pseudocolaptes lawrencii
AVIBASE-72A61A24,Pseudocolopteryx acutipennis,Pseudocolopteryx acutipennis,Pseudocolopteryx acutipennis
AVIBASE-74F4A6E7,Pseudocolopteryx citreola,Pseudocolopteryx citreola,Pseudocolopteryx flaviventris
AVIBASE-5366CBA4,Pseudocolopteryx dinelliana,Pseudocolopteryx dinelliana,Pseudocolopteryx dinelliana
AVIBASE-F9F05396,Pseudocolopteryx flaviventris,Pseudocolopteryx flaviventris,Pseudocolopteryx flaviventris
AVIBASE-1CE408B6,Pseudocolopteryx sclateri,Pseudocolopteryx sclateri,Pseudocolopteryx sclateri
AVIBASE-45D8B6C5,Pseudoleistes guirahuro,Pseudoleistes guirahuro,Pseudoleistes guirahuro
AVIBASE-947E1C04,Pseudoleistes virescens,Pseudoleistes virescens,Pseudoleistes virescens
AVIBASE-99A702C3,Pseudonestor xanthophrys,Pseudonestor xanthophrys,Pseudonestor xanthophrys
AVIBASE-573C3683,Pseudonigrita arnaudi,Pseudonigrita arnaudi,Pseudonigrita arnaudi
AVIBASE-65856D49,Pseudonigrita cabanisi,Pseudonigrita cabanisi,Pseudonigrita cabanisi
AVIBASE-1C833562,Pseudopipra pipra,Pseudopipra pipra,Pipra pipra
AVIBASE-BDA1AC35,Pseudopodoces humilis,Pseudopodoces humilis,Pseudopodoces humilis
AVIBASE-FF953F55,Pseudorectes ferrugineus,Pseudorectes ferrugineus,Pitohui ferrugineus
AVIBASE-CBC2CE1F,Pseudorectes incertus,Pseudorectes incertus,Pitohui incertus
AVIBASE-51DFE1EC,Pseudosaltator rufiventris,Pseudosaltator rufiventris,Saltator rufiventris
AVIBASE-F85D5EC3,Pseudoscops grammicus,Asio grammicus,Pseudoscops grammicus
AVIBASE-E8FD1B6C,Pseudoseisura cristata,Pseudoseisura cristata,Pseudoseisura cristata
AVIBASE-07FFE945,Pseudoseisura gutturalis,Pseudoseisura gutturalis,Pseudoseisura gutturalis
AVIBASE-68D2CBF4,Pseudoseisura lophotes,Pseudoseisura lophotes,Pseudoseisura lophotes
AVIBASE-3E35CEA4,Pseudoseisura unirufa,Pseudoseisura unirufa,Pseudoseisura unirufa
AVIBASE-8260C80A,Pseudospingus verticalis,Pseudospingus verticalis,Hemispingus verticalis
AVIBASE-17A843C1,Pseudospingus xanthophthalmus,Pseudospingus xanthophthalmus,Hemispingus xanthophthalmus
AVIBASE-257BC6C6,Pseudotriccus pelzelni,Pseudotriccus pelzelni,Pseudotriccus pelzelni
AVIBASE-C727EA6A,Pseudotriccus ruficeps,Pseudotriccus ruficeps,Pseudotriccus ruficeps
AVIBASE-D7CE89D5,Pseudotriccus simplex,Pseudotriccus simplex,Pseudotriccus simplex
AVIBASE-5F832168,Psilopogon annamensis,Psilopogon annamensis,Megalaima oorti
AVIBASE-1DDCF3CB,Psilopogon armillaris,Psilopogon armillaris,Megalaima armillaris
AVIBASE-229575C0,Psilopogon asiaticus,Psilopogon asiaticus,Megalaima asiatica
AVIBASE-95D08E4C,Psilopogon auricularis,Psilopogon auricularis,Megalaima franklinii
AVIBASE-4192820D,Psilopogon australis,Psilopogon australis,Megalaima australis
AVIBASE-F192B01C,Psilopogon chersonesus,Psilopogon chersonesus,Megalaima asiatica
AVIBASE-FA4F17DB,Psilopogon chrysopogon,Psilopogon chrysopogon,Megalaima chrysopogon
AVIBASE-2A5A8428,Psilopogon corvinus,Psilopogon corvinus,Megalaima corvina
AVIBASE-E3ADA3B1,Psilopogon cyanotis,Psilopogon duvaucelii,Megalaima australis
AVIBASE-EE82B503,Psilopogon duvaucelii,Psilopogon duvaucelii,Megalaima australis
AVIBASE-8B3434B9,Psilopogon eximius,Psilopogon eximius,Megalaima eximia
AVIBASE-FF5877D7,Psilopogon faber,Psilopogon faber,Megalaima faber
AVIBASE-A233028E,Psilopogon faiostrictus,Psilopogon faiostrictus,Megalaima faiostricta
AVIBASE-FBFB6ED7,Psilopogon flavifrons,Psilopogon flavifrons,Megalaima flavifrons
AVIBASE-BB0C3E76,Psilopogon franklinii,Psilopogon franklinii,Megalaima franklinii
AVIBASE-2B7AC50E,Psilopogon haemacephalus,Psilopogon haemacephalus,Megalaima haemacephala
AVIBASE-E4B545F5,Psilopogon henricii,Psilopogon henricii,Megalaima henricii
AVIBASE-0A563359,Psilopogon incognitus,Psilopogon incognitus,Megalaima incognita
AVIBASE-3FAAF1EF,Psilopogon javensis,Psilopogon javensis,Megalaima javensis
AVIBASE-EB2B281D,Psilopogon lagrandieri,Psilopogon lagrandieri,Megalaima lagrandieri
AVIBASE-4EBAE936,Psilopogon lineatus,Psilopogon lineatus,Megalaima lineata
AVIBASE-1E095819,Psilopogon malabaricus,Psilopogon malabaricus,Megalaima rubricapillus
AVIBASE-67B5D4C8,Psilopogon monticola,Psilopogon monticola,Megalaima monticola
AVIBASE-85DECE79,Psilopogon mystacophanos,Psilopogon mystacophanos,Megalaima mystacophanos
AVIBASE-244D5336,Psilopogon nuchalis,Psilopogon nuchalis,Megalaima nuchalis
AVIBASE-ED45D950,Psilopogon oorti,Psilopogon oorti,Megalaima oorti
AVIBASE-6F858890,Psilopogon pulcherrimus,Psilopogon pulcherrimus,Megalaima pulcherrima
AVIBASE-9769A702,Psilopogon pyrolophus,Psilopogon pyrolophus,Psilopogon pyrolophus
AVIBASE-39972C74,Psilopogon rafflesii,Psilopogon rafflesii,Megalaima rafflesii
AVIBASE-476E767B,Psilopogon rubricapillus,Psilopogon rubricapillus,Megalaima rubricapillus
AVIBASE-F5636BF7,Psilopogon virens,Psilopogon virens,Megalaima virens
AVIBASE-EAE4A304,Psilopogon viridis,Psilopogon viridis,Megalaima viridis
AVIBASE-15471F21,Psilopogon zeylanicus,Psilopogon zeylanicus,Megalaima zeylanica
AVIBASE-AE9BD88B,Psilopsiagon aurifrons,Psilopsiagon aurifrons,Psilopsiagon aurifrons
AVIBASE-2F6F57F8,Psilopsiagon aymara,Psilopsiagon aymara,Psilopsiagon aymara
AVIBASE-24664381,Psilorhamphus guttatus,Psilorhamphus guttatus,Psilorhamphus guttatus
AVIBASE-1BF907B6,Psiloscops flammeolus,Psiloscops flammeolus,Otus flammeolus
AVIBASE-4BE8E5F1,Psittacara acuticaudatus,Thectocercus acuticaudatus,Aratinga acuticaudata
AVIBASE-FA662936,Psittacara chloropterus,Psittacara chloropterus,Aratinga chloroptera
AVIBASE-12E354E2,Psittacara erythrogenys,Psittacara erythrogenys,Aratinga erythrogenys
AVIBASE-1BABE8A4,Psittacara euops,Psittacara euops,Aratinga euops
AVIBASE-BB1BD713,Psittacara finschi,Psittacara finschi,Aratinga finschi
AVIBASE-30789EE7,Psittacara frontatus,Psittacara wagleri,Aratinga wagleri
AVIBASE-BACDCFE2,Psittacara holochlorus,Psittacara brevipes,Aratinga brevipes
AVIBASE-67D6698A,Psittacara holochlorus,Psittacara holochlorus,Aratinga holochlora
AVIBASE-53A45E87,Psittacara leucophthalmus,Psittacara leucophthalmus,Aratinga leucophthalma
AVIBASE-8DE71518,Psittacara mitratus,Psittacara mitratus,Aratinga mitrata
AVIBASE-6786ECC6,Psittacara rubritorquis,Psittacara holochlorus,Aratinga rubritorquis
AVIBASE-8B1CF9DF,Psittacara wagleri,Psittacara wagleri,Aratinga wagleri
AVIBASE-FD9589C1,Psittacella brehmii,Psittacella brehmii,Psittacella brehmii
AVIBASE-9D62875B,Psittacella lorentzi,Psittacella picta,Psittacella picta
AVIBASE-A2DE41CF,Psittacella madaraszi,Psittacella madaraszi,Psittacella madaraszi
AVIBASE-F4A6C191,Psittacella modesta,Psittacella modesta,Psittacella modesta
AVIBASE-B182A4E9,Psittacella picta,Psittacella picta,Psittacella picta
AVIBASE-AC2576A1,Psittacula alexandri,Psittacula alexandri,Psittacula alexandri
AVIBASE-3BC383B0,Psittacula caniceps,Psittacula caniceps,Psittacula caniceps
AVIBASE-BE817B49,Psittacula derbiana,Psittacula derbiana,Psittacula derbiana
AVIBASE-DAA66E9A,Psittaculirostris cervicalis,Psittaculirostris desmarestii,Psittaculirostris desmarestii
AVIBASE-80ADE7E1,Psittaculirostris desmarestii,Psittaculirostris desmarestii,Psittaculirostris desmarestii
AVIBASE-1E6D7133,Psittaculirostris edwardsii,Psittaculirostris edwardsii,Psittaculirostris edwardsii
AVIBASE-848F15E7,Psittaculirostris godmani,Psittaculirostris desmarestii,Psittaculirostris desmarestii
AVIBASE-66AC2F18,Psittaculirostris salvadorii,Psittaculirostris salvadorii,Psittaculirostris salvadorii
AVIBASE-3DE7F2AD,Psittacus erithacus,Psittacus erithacus,Psittacus erithacus
AVIBASE-F63BD872,Psittacus erithacus,Psittacus erithacus,Psittacus erithacus
AVIBASE-F63BD872,Psittacus timneh,Psittacus erithacus,Psittacus erithacus
AVIBASE-6AABF24D,Psitteuteles goldiei,Glossoptila goldiei,Psitteuteles goldiei
AVIBASE-C18EB75E,Psitteuteles versicolor,Psitteuteles versicolor,Psitteuteles versicolor
AVIBASE-AF6AF3CC,Psittinus abbotti,Psittinus cyanurus,Psittinus cyanurus
AVIBASE-DD93ECEA,Psittinus cyanurus,Psittinus cyanurus,Psittinus cyanurus
AVIBASE-C89C9217,Psittiparus bakeri,Psittiparus bakeri,Paradoxornis ruficeps
AVIBASE-4D6EE0EA,Psittiparus gularis,Psittiparus gularis,Paradoxornis gularis
AVIBASE-DBBA3A9A,Psittiparus margaritae,Psittiparus margaritae,Paradoxornis margaritae
AVIBASE-A66D4C91,Psittiparus ruficeps,Psittiparus ruficeps,Paradoxornis ruficeps
AVIBASE-AC2EDFEE,Psittirostra psittacea,Psittirostra psittacea,Psittirostra psittacea
AVIBASE-110E01EA,Psittrichas fulgidus,Psittrichas fulgidus,Psittrichas fulgidus
AVIBASE-C7C6DD9A,Psophia crepitans,Psophia crepitans,Psophia crepitans
AVIBASE-A4CEB29F,Psophia dextralis,Psophia viridis,Psophia viridis
AVIBASE-C59A3228,Psophia leucoptera,Psophia leucoptera,Psophia leucoptera
AVIBASE-223DE9CC,Psophia obscura,Psophia viridis,Psophia viridis
AVIBASE-14E33FEB,Psophia ochroptera,Psophia crepitans,Psophia crepitans
AVIBASE-C863872A,Psophia viridis,Psophia viridis,Psophia viridis
AVIBASE-8C5759C5,Psophocichla litsitsirupa,Psophocichla litsitsirupa,Psophocichla litsitsirupa
AVIBASE-E8E2ED6D,Psophocichla simensis,Psophocichla litsitsirupa,Psophocichla litsitsirupa
AVIBASE-8D83C373,Psophodes cristatus,Psophodes cristatus,Psophodes cristatus
AVIBASE-D57E208D,Psophodes nigrogularis,Psophodes nigrogularis,Psophodes nigrogularis
AVIBASE-9FC806EE,Psophodes occidentalis,Psophodes occidentalis,Psophodes occidentalis
AVIBASE-79107CE6,Psophodes olivaceus,Psophodes olivaceus,Psophodes olivaceus
AVIBASE-299479DE,Pteridophora alberti,Pteridophora alberti,Pteridophora alberti
AVIBASE-9E356E43,Pternistis adspersus,Pternistis adspersus,Francolinus adspersus
AVIBASE-5FA94F66,Pternistis afer,Pternistis afer,Francolinus afer
AVIBASE-CA53B18D,Pternistis ahantensis,Pternistis ahantensis,Francolinus ahantensis
AVIBASE-F86E768E,Pternistis atrifrons,Pternistis atrifrons,Francolinus castaneicollis
AVIBASE-D8267ADE,Pternistis bicalcaratus,Pternistis bicalcaratus,Francolinus bicalcaratus
AVIBASE-D40CAF0C,Pternistis camerunensis,Pternistis camerunensis,Francolinus camerunensis
AVIBASE-6405CD29,Pternistis capensis,Pternistis capensis,Francolinus capensis
AVIBASE-05A3EE36,Pternistis castaneicollis,Pternistis castaneicollis,Francolinus castaneicollis
AVIBASE-6EB4D5DE,Pternistis clappertoni,Pternistis clappertoni,Francolinus clappertoni
AVIBASE-6C4A6597,Pternistis erckelii,Pternistis erckelii,Francolinus erckelii
AVIBASE-7A8E73BF,Pternistis griseostriatus,Pternistis griseostriatus,Francolinus griseostriatus
AVIBASE-56FA0FE6,Pternistis hartlaubi,Pternistis hartlaubi,Francolinus hartlaubi
AVIBASE-02D73B4A,Pternistis harwoodi,Pternistis harwoodi,Francolinus harwoodi
AVIBASE-F5A73AAA,Pternistis hildebrandti,Pternistis hildebrandti,Francolinus hildebrandti
AVIBASE-3EAF578D,Pternistis icterorhynchus,Pternistis icterorhynchus,Francolinus icterorhynchus
AVIBASE-A7E59764,Pternistis jacksoni,Pternistis jacksoni,Francolinus jacksoni
AVIBASE-90AFDF9E,Pternistis leucoscepus,Pternistis leucoscepus,Francolinus leucoscepus
AVIBASE-A7002FF6,Pternistis natalensis,Pternistis natalensis,Francolinus natalensis
AVIBASE-DA7CA265,Pternistis nobilis,Pternistis nobilis,Francolinus nobilis
AVIBASE-20C06F73,Pternistis ochropectus,Pternistis ochropectus,Francolinus ochropectus
AVIBASE-DB3EB527,Pternistis rufopictus,Pternistis rufopictus,Francolinus rufopictus
AVIBASE-1B11690B,Pternistis squamatus,Pternistis squamatus,Francolinus squamatus
AVIBASE-721FFBD4,Pternistis swainsonii,Pternistis swainsonii,Francolinus swainsonii
AVIBASE-3A5FE639,Pternistis swierstrai,Pternistis swierstrai,Francolinus swierstrai
AVIBASE-493C4CF8,Pterocles alchata,Pterocles alchata,Pterocles alchata
AVIBASE-54059277,Pterocles bicinctus,Pterocles bicinctus,Pterocles bicinctus
AVIBASE-176A4101,Pterocles burchelli,Pterocles burchelli,Pterocles burchelli
AVIBASE-90194DA5,Pterocles coronatus,Pterocles coronatus,Pterocles coronatus
AVIBASE-70AFED2C,Pterocles decoratus,Pterocles decoratus,Pterocles decoratus
AVIBASE-F5DE9155,Pterocles exustus,Pterocles exustus,Pterocles exustus
AVIBASE-8B6EA5FA,Pterocles gutturalis,Pterocles gutturalis,Pterocles gutturalis
AVIBASE-03CF8CB5,Pterocles indicus,Pterocles indicus,Pterocles indicus
AVIBASE-F3715F7B,Pterocles lichtensteinii,Pterocles lichtensteinii,Pterocles lichtensteinii
AVIBASE-AAEF597A,Pterocles namaqua,Pterocles namaqua,Pterocles namaqua
AVIBASE-06B41945,Pterocles orientalis,Pterocles orientalis,Pterocles orientalis
AVIBASE-AFBB3FB7,Pterocles personatus,Pterocles personatus,Pterocles personatus
AVIBASE-461482EA,Pterocles quadricinctus,Pterocles quadricinctus,Pterocles quadricinctus
AVIBASE-942BC618,Pterocles senegallus,Pterocles senegallus,Pterocles senegallus
AVIBASE-4B5CC270,Pterodroma alba,Pterodroma alba,Pterodroma alba
AVIBASE-8116523B,Pterodroma arminjoniana,Pterodroma arminjoniana,Pterodroma arminjoniana
AVIBASE-A98DB170,Pterodroma atrata,Pterodroma atrata,Pterodroma atrata
AVIBASE-C398A0EA,Pterodroma axillaris,Pterodroma axillaris,Pterodroma axillaris
AVIBASE-D956176F,Pterodroma baraui,Pterodroma baraui,Pterodroma baraui
AVIBASE-6983FAD1,Pterodroma brevipes,Pterodroma brevipes,Pterodroma brevipes
AVIBASE-F6533C4B,Pterodroma cahow,Pterodroma cahow,Pterodroma cahow
AVIBASE-8B2FD890,Pterodroma caribbaea,Pterodroma hasitata,Pterodroma caribbaea
AVIBASE-371701A1,Pterodroma cervicalis,Pterodroma occulta,Pterodroma cervicalis
AVIBASE-754775F5,Pterodroma cervicalis,Pterodroma cervicalis,Pterodroma cervicalis
AVIBASE-5C61DD1B,Pterodroma cookii,Pterodroma cookii,Pterodroma cookii
AVIBASE-41E264AA,Pterodroma defilippiana,Pterodroma defilippiana,Pterodroma defilippiana
AVIBASE-F93629B0,Pterodroma deserta,Pterodroma feae,Pterodroma feae
AVIBASE-DC2BA23B,Pterodroma externa,Pterodroma externa,Pterodroma externa
AVIBASE-CFE78BAC,Pterodroma feae,Pterodroma feae,Pterodroma feae
AVIBASE-DF92B7F9,Pterodroma gouldi,Pterodroma gouldi,Pterodroma macroptera
AVIBASE-DCD73C3A,Pterodroma hasitata,Pterodroma hasitata,Pterodroma hasitata
AVIBASE-6C348817,Pterodroma heraldica,Pterodroma heraldica,Pterodroma heraldica
AVIBASE-C69447E2,Pterodroma hypoleuca,Pterodroma hypoleuca,Pterodroma hypoleuca
AVIBASE-23865D25,Pterodroma incerta,Pterodroma incerta,Pterodroma incerta
AVIBASE-B829AC03,Pterodroma inexpectata,Pterodroma inexpectata,Pterodroma inexpectata
AVIBASE-7C787E7D,Pterodroma lessonii,Pterodroma lessonii,Pterodroma lessonii
AVIBASE-A27F9AF6,Pterodroma leucoptera,Pterodroma leucoptera,Pterodroma leucoptera
AVIBASE-0F0F66EF,Pterodroma longirostris,Pterodroma longirostris,Pterodroma longirostris
AVIBASE-508E7E59,Pterodroma macroptera,Pterodroma macroptera,Pterodroma macroptera
AVIBASE-A6EA486B,Pterodroma madeira,Pterodroma madeira,Pterodroma madeira
AVIBASE-44C20FFF,Pterodroma magentae,Pterodroma magentae,Pterodroma magentae
AVIBASE-12286A1E,Pterodroma mollis,Pterodroma mollis,Pterodroma mollis
AVIBASE-889232C7,Pterodroma neglecta,Pterodroma neglecta,Pterodroma neglecta
AVIBASE-AE186136,Pterodroma nigripennis,Pterodroma nigripennis,Pterodroma nigripennis
AVIBASE-0DF68A87,Pterodroma phaeopygia,Pterodroma phaeopygia,Pterodroma phaeopygia
