Avibase.ID,Species1_BirdLife,Species2_eBird,Species3_BirdTree
AVIBASE-EDF606A6,Charmosyna pulchella,Charmosynopsis pulchella,Charmosyna pulchella
AVIBASE-431B9646,Charmosyna rubrigularis,Vini rubrigularis,Charmosyna rubrigularis
AVIBASE-C1862CB6,Charmosyna rubronotata,Hypocharmosyna rubronotata,Charmosyna rubronotata
AVIBASE-7013D232,Charmosyna stellae,Charmosyna papou,Charmosyna papou
AVIBASE-E91F6DB6,Charmosyna toxopei,Charmosynopsis toxopei,Charmosyna toxopei
AVIBASE-A2558EE9,Charmosyna wilhelminae,Charminetta wilhelminae,Charmosyna wilhelminae
AVIBASE-E2F7F6EC,Chasiempis ibidis,Chasiempis ibidis,Chasiempis sandwichensis
AVIBASE-0E48C9D0,Chasiempis sandwichensis,Chasiempis sandwichensis,Chasiempis sandwichensis
AVIBASE-0E7C7C85,Chasiempis sclateri,Chasiempis sclateri,Chasiempis sandwichensis
AVIBASE-9302DF03,Chatarrhaea gularis,Argya gularis,Turdoides gularis
AVIBASE-B7794D41,Chatarrhaea longirostris,Argya longirostris,Turdoides longirostris
AVIBASE-013B2B0B,Chauna chavaria,Chauna chavaria,Chauna chavaria
AVIBASE-91194BE3,Chauna torquata,Chauna torquata,Chauna torquata
AVIBASE-22832FF4,Chelictinia riocourii,Chelictinia riocourii,Chelictinia riocourii
AVIBASE-B2B4CA58,Chelidoptera tenebrosa,Chelidoptera tenebrosa,Chelidoptera tenebrosa
AVIBASE-CF0C0E5D,Chelidorhynx hypoxanthus,Chelidorhynx hypoxanthus,Chelidorhynx hypoxantha
AVIBASE-149A8E7E,Chenonetta jubata,Chenonetta jubata,Chenonetta jubata
AVIBASE-71BBCB59,Chenorhamphus grayi,Chenorhamphus grayi,Malurus grayi
AVIBASE-B1E93CFF,Chenorhamphus grayi,Chenorhamphus campbelli,Malurus campbelli
AVIBASE-46F6FA51,Cheramoeca leucosterna,Cheramoeca leucosterna,Cheramoeca leucosterna
AVIBASE-D3DAD4C2,Chersomanes albofasciata,Chersomanes albofasciata,Chersomanes albofasciata
AVIBASE-9BEA5037,Chersomanes albofasciata,Chersomanes beesleyi,Chersomanes albofasciata
AVIBASE-504B0218,Chersophilus duponti,Chersophilus duponti,Chersophilus duponti
AVIBASE-62AC9C19,Chionis albus,Chionis albus,Chionis albus
AVIBASE-7C15B681,Chionis minor,Chionis minor,Chionis minor
AVIBASE-6BB6FF7E,Chionodacryon speculiferum,Idiopsar speculifer,Diuca speculifera
AVIBASE-3B0EF11C,Chiroxiphia boliviana,Chiroxiphia boliviana,Chiroxiphia boliviana
AVIBASE-182E9FE2,Chiroxiphia caudata,Chiroxiphia caudata,Chiroxiphia caudata
AVIBASE-1987669E,Chiroxiphia lanceolata,Chiroxiphia lanceolata,Chiroxiphia lanceolata
AVIBASE-F4A5EA23,Chiroxiphia linearis,Chiroxiphia linearis,Chiroxiphia linearis
AVIBASE-F9CEDB91,Chiroxiphia pareola,Chiroxiphia pareola,Chiroxiphia pareola
AVIBASE-93DAA1B3,Chlamydera cerviniventris,Chlamydera cerviniventris,Chlamydera cerviniventris
AVIBASE-2C118B44,Chlamydera guttata,Chlamydera guttata,Chlamydera guttata
AVIBASE-E05381A1,Chlamydera lauterbachi,Chlamydera lauterbachi,Chlamydera lauterbachi
AVIBASE-2F763AC6,Chlamydera maculata,Chlamydera maculata,Chlamydera maculata
AVIBASE-0F4DA8F3,Chlamydera nuchalis,Chlamydera nuchalis,Chlamydera nuchalis
AVIBASE-69DE3A4D,Chlamydochaera jefferyi,Chlamydochaera jefferyi,Chlamydochaera jefferyi
AVIBASE-1BCEB0FD,Chlamydotis macqueenii,Chlamydotis macqueenii,Chlamydotis undulata
AVIBASE-5714C710,Chlamydotis undulata,Chlamydotis undulata,Chlamydotis undulata
AVIBASE-6818E161,Chleuasicus atrosuperciliaris,Chleuasicus atrosuperciliaris,Paradoxornis atrosuperciliaris
AVIBASE-37868999,Chlidonias albostriatus,Chlidonias albostriatus,Sterna albostriata
AVIBASE-7AB4E42B,Chlidonias hybrida,Chlidonias hybrida,Chlidonias hybrida
AVIBASE-43CAAEE3,Chlidonias leucopterus,Chlidonias leucopterus,Chlidonias leucopterus
AVIBASE-115AF02D,Chlidonias niger,Chlidonias niger,Chlidonias niger
AVIBASE-886A8AB7,Chloebia gouldiae,Chloebia gouldiae,Erythrura gouldiae
AVIBASE-4270502F,Chloephaga hybrida,Chloephaga hybrida,Chloephaga hybrida
AVIBASE-BB29610F,Chloephaga melanoptera,Oressochen melanopterus,Chloephaga melanoptera
AVIBASE-74FC5DAB,Chloephaga picta,Chloephaga picta,Chloephaga picta
AVIBASE-E0DEB0E7,Chloephaga poliocephala,Chloephaga poliocephala,Chloephaga poliocephala
AVIBASE-164A10EA,Chloephaga rubidiceps,Chloephaga rubidiceps,Chloephaga rubidiceps
AVIBASE-380A28B4,Chloris ambigua,Chloris ambigua,Carduelis ambigua
AVIBASE-65BD2033,Chloris chloris,Chloris chloris,Carduelis chloris
AVIBASE-8875A644,Chloris monguilloti,Chloris monguilloti,Carduelis monguilloti
AVIBASE-684A6610,Chloris sinica,Chloris sinica,Carduelis sinica
AVIBASE-63B91A39,Chloris spinoides,Chloris spinoides,Carduelis spinoides
AVIBASE-A08C5C06,Chloroceryle aenea,Chloroceryle aenea,Chloroceryle aenea
AVIBASE-331DC00B,Chloroceryle amazona,Chloroceryle amazona,Chloroceryle amazona
AVIBASE-ED7D6741,Chloroceryle americana,Chloroceryle americana,Chloroceryle americana
AVIBASE-5900955B,Chloroceryle inda,Chloroceryle inda,Chloroceryle inda
AVIBASE-AF24691F,Chlorochrysa calliparaea,Chlorochrysa calliparaea,Chlorochrysa calliparaea
AVIBASE-178A3A39,Chlorochrysa fulgentissima,Chlorochrysa calliparaea,Chlorochrysa calliparaea
AVIBASE-2920E66B,Chlorochrysa nitidissima,Chlorochrysa nitidissima,Chlorochrysa nitidissima
AVIBASE-DC50B0C2,Chlorochrysa phoenicotis,Chlorochrysa phoenicotis,Chlorochrysa phoenicotis
AVIBASE-FCA9F934,Chlorocichla falkensteini,Chlorocichla falkensteini,Chlorocichla falkensteini
AVIBASE-D083BB3F,Chlorocichla flaviventris,Chlorocichla flaviventris,Chlorocichla flaviventris
AVIBASE-4602AC01,Chlorocichla laetissima,Chlorocichla laetissima,Chlorocichla laetissima
AVIBASE-38652F17,Chlorocichla prigoginei,Chlorocichla prigoginei,Chlorocichla prigoginei
AVIBASE-D3D4D1B7,Chlorocichla simplex,Chlorocichla simplex,Chlorocichla simplex
AVIBASE-0A603DFD,Chlorodrepanis flava,Chlorodrepanis flava,Hemignathus flavus
AVIBASE-5305B509,Chlorodrepanis stejnegeri,Chlorodrepanis stejnegeri,Hemignathus kauaiensis
AVIBASE-ABB15738,Chlorodrepanis virens,Chlorodrepanis virens,Hemignathus virens
AVIBASE-64E4030B,Chlorophanes spiza,Chlorophanes spiza,Chlorophanes spiza
AVIBASE-EF5EDE6D,Chlorophoneus bocagei,Telophorus bocagei,Telophorus bocagei
AVIBASE-456567FF,Chlorophoneus kupeensis,Telophorus kupeensis,Telophorus kupeensis
AVIBASE-3703187C,Chlorophoneus multicolor,Telophorus multicolor,Telophorus multicolor
AVIBASE-5CE2F0DC,Chlorophoneus nigrifrons,Telophorus nigrifrons,Telophorus nigrifrons
AVIBASE-89A9E67C,Chlorophoneus olivaceus,Telophorus olivaceus,Telophorus olivaceus
AVIBASE-F3DCCA8F,Chlorophoneus sulfureopectus,Telophorus sulfureopectus,Telophorus sulfureopectus
AVIBASE-5288BFA0,Chlorophonia callophrys,Chlorophonia callophrys,Chlorophonia callophrys
AVIBASE-AB545C67,Chlorophonia cyanea,Chlorophonia cyanea,Chlorophonia cyanea
AVIBASE-C6D30C38,Chlorophonia flavirostris,Chlorophonia flavirostris,Chlorophonia flavirostris
AVIBASE-6BB566A5,Chlorophonia occipitalis,Chlorophonia occipitalis,Chlorophonia occipitalis
AVIBASE-6538B254,Chlorophonia pyrrhophrys,Chlorophonia pyrrhophrys,Chlorophonia pyrrhophrys
AVIBASE-05596C5C,Chloropipo flavicapilla,Chloropipo flavicapilla,Xenopipo flavicapilla
AVIBASE-3E3BA0AA,Chloropipo unicolor,Chloropipo unicolor,Xenopipo unicolor
AVIBASE-5FEE1D85,Chloropsis aurifrons,Chloropsis aurifrons,Chloropsis aurifrons
AVIBASE-5BCF3089,Chloropsis cochinchinensis,Chloropsis cochinchinensis,Chloropsis cochinchinensis
AVIBASE-3EB2B90E,Chloropsis cyanopogon,Chloropsis cyanopogon,Chloropsis cyanopogon
AVIBASE-E7717F1E,Chloropsis flavipennis,Chloropsis flavipennis,Chloropsis flavipennis
AVIBASE-A42A16D2,Chloropsis hardwickii,Chloropsis hardwickii,Chloropsis hardwickii
AVIBASE-6D18F47F,Chloropsis jerdoni,Chloropsis jerdoni,Chloropsis jerdoni
AVIBASE-04A9DF5B,Chloropsis kinabaluensis,Chloropsis kinabaluensis,Chloropsis kinabaluensis
AVIBASE-3CCD237B,Chloropsis lazulina,Chloropsis hardwickii,Chloropsis hardwickii
AVIBASE-6B917A63,Chloropsis media,Chloropsis media,Chloropsis media
AVIBASE-47CF4ED7,Chloropsis moluccensis,Chloropsis cochinchinensis,Chloropsis cochinchinensis
AVIBASE-9FA8B081,Chloropsis palawanensis,Chloropsis palawanensis,Chloropsis palawanensis
AVIBASE-A0473AFB,Chloropsis sonnerati,Chloropsis sonnerati,Chloropsis sonnerati
AVIBASE-2A6A63B9,Chloropsis venusta,Chloropsis venusta,Chloropsis venusta
AVIBASE-C2BD666A,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii
AVIBASE-C6F07B0B,Chlorospingus canigularis,Chlorospingus canigularis,Chlorospingus canigularis
AVIBASE-111F1E7D,Chlorospingus flavigularis,Chlorospingus flavigularis,Chlorospingus flavigularis
AVIBASE-5F80B24D,Chlorospingus flavopectus,Chlorospingus flavopectus,Chlorospingus ophthalmicus
AVIBASE-8C0C9B25,Chlorospingus hypophaeus,Chlorospingus flavigularis,Chlorospingus flavigularis
AVIBASE-2F0F98C2,Chlorospingus inornatus,Chlorospingus inornatus,Chlorospingus inornatus
AVIBASE-E5DB38E4,Chlorospingus parvirostris,Chlorospingus parvirostris,Chlorospingus parvirostris
AVIBASE-66F20774,Chlorospingus pileatus,Chlorospingus pileatus,Chlorospingus pileatus
AVIBASE-88850F7B,Chlorospingus semifuscus,Chlorospingus semifuscus,Chlorospingus semifuscus
AVIBASE-433EF57B,Chlorospingus tacarcunae,Chlorospingus tacarcunae,Chlorospingus tacarcunae
AVIBASE-C99DAFD1,Chlorostilbon assimilis,Chlorostilbon assimilis,Chlorostilbon assimilis
AVIBASE-05C96F92,Chlorostilbon auriceps,Cynanthus auriceps,Chlorostilbon auriceps
AVIBASE-FF34508D,Chlorostilbon canivetii,Cynanthus canivetii,Chlorostilbon canivetii
AVIBASE-3737BCB9,Chlorostilbon forficatus,Cynanthus forficatus,Chlorostilbon forficatus
AVIBASE-114CC90E,Chlorostilbon gibsoni,Chlorostilbon gibsoni,Chlorostilbon gibsoni
AVIBASE-69D81B74,Chlorostilbon lucidus,Chlorostilbon lucidus,Chlorostilbon lucidus
AVIBASE-E985A051,Chlorostilbon maugaeus,Riccordia maugaeus,Chlorostilbon maugaeus
AVIBASE-EFE80E7B,Chlorostilbon mellisugus,Chlorostilbon mellisugus,Chlorostilbon mellisugus
AVIBASE-99625377,Chlorostilbon mellisugus,Chlorostilbon melanorhynchus,Chlorostilbon melanorhynchus
AVIBASE-7849DFD9,Chlorostilbon notatus,Chlorestes notata,Chlorestes notata
AVIBASE-727A9FFC,Chlorostilbon olivaresi,Chlorostilbon olivaresi,Chlorostilbon olivaresi
AVIBASE-D4F4C613,Chlorostilbon poortmani,Chlorostilbon alice,Chlorostilbon alice
AVIBASE-0A7F307E,Chlorostilbon poortmani,Chlorostilbon poortmani,Chlorostilbon poortmani
AVIBASE-1AE81F8C,Chlorostilbon ricordii,Riccordia ricordii,Chlorostilbon ricordii
AVIBASE-3B22C2E7,Chlorostilbon russatus,Chlorostilbon russatus,Chlorostilbon russatus
AVIBASE-142F4F29,Chlorostilbon stenurus,Chlorostilbon stenurus,Chlorostilbon stenurus
AVIBASE-DD88EB5A,Chlorostilbon swainsonii,Riccordia swainsonii,Chlorostilbon swainsonii
AVIBASE-B7B36296,Cholornis paradoxus,Cholornis paradoxus,Paradoxornis paradoxus
AVIBASE-83BC3338,Cholornis unicolor,Cholornis unicolor,Paradoxornis unicolor
AVIBASE-78509A5D,Chondestes grammacus,Chondestes grammacus,Chondestes grammacus
AVIBASE-34457827,Chondrohierax uncinatus,Chondrohierax uncinatus,Chondrohierax uncinatus
AVIBASE-9AD67123,Chondrohierax uncinatus,Chondrohierax uncinatus,Chondrohierax uncinatus
AVIBASE-B028452B,Chondrohierax wilsonii,Chondrohierax uncinatus,Chondrohierax wilsonii
AVIBASE-9690689D,Chordeiles acutipennis,Chordeiles acutipennis,Chordeiles acutipennis
AVIBASE-E025D440,Chordeiles gundlachii,Chordeiles gundlachii,Chordeiles gundlachii
AVIBASE-24E39ACD,Chordeiles minor,Chordeiles minor,Chordeiles minor
AVIBASE-6E297C5B,Chordeiles nacunda,Chordeiles nacunda,Podager nacunda
AVIBASE-897A81B0,Chordeiles pusillus,Chordeiles pusillus,Chordeiles pusillus
AVIBASE-18D14B20,Chordeiles rupestris,Chordeiles rupestris,Chordeiles rupestris
AVIBASE-0482FA7E,Chrysococcyx caprius,Chrysococcyx caprius,Chrysococcyx caprius
AVIBASE-1B309CB5,Chrysococcyx cupreus,Chrysococcyx cupreus,Chrysococcyx cupreus
AVIBASE-A4427701,Chrysococcyx flavigularis,Chrysococcyx flavigularis,Chrysococcyx flavigularis
AVIBASE-1FACD210,Chrysococcyx klaas,Chrysococcyx klaas,Chrysococcyx klaas
AVIBASE-DD1544E8,Chrysococcyx maculatus,Chrysococcyx maculatus,Chrysococcyx maculatus
AVIBASE-A6C03533,Chrysococcyx xanthorhynchus,Chrysococcyx xanthorhynchus,Chrysococcyx xanthorhynchus
AVIBASE-CBB8E41C,Chrysocolaptes erythrocephalus,Chrysocolaptes erythrocephalus,Chrysocolaptes lucidus
AVIBASE-8C743B57,Chrysocolaptes festivus,Chrysocolaptes festivus,Chrysocolaptes festivus
AVIBASE-B82693BC,Chrysocolaptes guttacristatus,Chrysocolaptes guttacristatus,Chrysocolaptes lucidus
AVIBASE-4A1E2B7F,Chrysocolaptes haematribon,Chrysocolaptes haematribon,Chrysocolaptes lucidus
AVIBASE-796FDA2E,Chrysocolaptes lucidus,Chrysocolaptes lucidus,Chrysocolaptes lucidus
AVIBASE-E10F33CF,Chrysocolaptes stricklandi,Chrysocolaptes stricklandi,Chrysocolaptes lucidus
AVIBASE-55751EC2,Chrysocolaptes strictus,Chrysocolaptes strictus,Chrysocolaptes lucidus
AVIBASE-05714481,Chrysocolaptes validus,Reinwardtipicus validus,Reinwardtipicus validus
AVIBASE-101A379C,Chrysocolaptes xanthocephalus,Chrysocolaptes xanthocephalus,Chrysocolaptes lucidus
AVIBASE-D145C517,Chrysocorypha delatrii,Tachyphonus delatrii,Tachyphonus delatrii
AVIBASE-7E501141,Chrysocorythus estherae,Chrysocorythus estherae,Serinus estherae
AVIBASE-1513D718,Chrysocorythus mindanensis,Chrysocorythus estherae,Serinus estherae
AVIBASE-79FF7D13,Chrysoena luteovirens,Ptilinopus luteovirens,Ptilinopus luteovirens
AVIBASE-6A9470B3,Chrysoena victor,Ptilinopus victor,Ptilinopus victor
AVIBASE-457D9C38,Chrysoena viridis,Ptilinopus layardi,Ptilinopus layardi
AVIBASE-0ED012F9,Chrysolampis mosquitus,Chrysolampis mosquitus,Chrysolampis mosquitus
AVIBASE-DDF032E8,Chrysolophus amherstiae,Chrysolophus amherstiae,Chrysolophus amherstiae
AVIBASE-093AC1FC,Chrysolophus pictus,Chrysolophus pictus,Chrysolophus pictus
AVIBASE-55B3A7AF,Chrysominla strigula,Actinodura strigula,Minla strigula
AVIBASE-2095825C,Chrysomma altirostre,Chrysomma altirostre,Chrysomma altirostre
AVIBASE-0C0CEF5B,Chrysomma sinense,Chrysomma sinense,Chrysomma sinense
AVIBASE-42826912,Chrysomus icterocephalus,Chrysomus icterocephalus,Chrysomus icterocephalus
AVIBASE-7D94C902,Chrysomus ruficapillus,Chrysomus ruficapillus,Chrysomus ruficapillus
AVIBASE-B122779F,Chrysophlegma flavinucha,Chrysophlegma flavinucha,Picus flavinucha
AVIBASE-B808848F,Chrysophlegma humii,Chrysophlegma mentale,Picus mentalis
AVIBASE-C58A1925,Chrysophlegma mentale,Chrysophlegma mentale,Picus mentalis
AVIBASE-05CFB3D1,Chrysophlegma miniaceum,Chrysophlegma miniaceum,Picus mineaceus
AVIBASE-96D85716,Chrysothlypis chrysomelas,Chrysothlypis chrysomelas,Chrysothlypis chrysomelas
AVIBASE-D11A3B3E,Chrysothlypis salmoni,Chrysothlypis salmoni,Chrysothlypis salmoni
AVIBASE-AC53C0E2,Chunga burmeisteri,Chunga burmeisteri,Chunga burmeisteri
AVIBASE-2FBDE42C,Ciccaba albitarsis,Ciccaba albitarsis,Strix albitarsis
AVIBASE-FE8F1390,Ciccaba huhula,Ciccaba huhula,Strix huhula
AVIBASE-557C100E,Ciccaba nigrolineata,Ciccaba nigrolineata,Strix nigrolineata
AVIBASE-192FC14D,Ciccaba virgata,Ciccaba virgata,Strix virgata
AVIBASE-A0A3B03D,Cichladusa arquata,Cichladusa arquata,Cichladusa arquata
AVIBASE-345658E9,Cichladusa guttata,Cichladusa guttata,Cichladusa guttata
AVIBASE-A27D752A,Cichladusa ruficauda,Cichladusa ruficauda,Cichladusa ruficauda
AVIBASE-600810CC,Cichlocolaptes holti,Cichlocolaptes leucophrus,Cichlocolaptes leucophrus
AVIBASE-7E5F7D44,Cichlocolaptes leucophrus,Cichlocolaptes leucophrus,Cichlocolaptes leucophrus
AVIBASE-3ECE7C7F,Cichlopsis chubbi,Cichlopsis leucogenys,Cichlopsis leucogenys
AVIBASE-01C2BBD4,Cichlopsis gularis,Cichlopsis leucogenys,Cichlopsis leucogenys
AVIBASE-EF37266B,Cichlopsis leucogenys,Cichlopsis leucogenys,Cichlopsis leucogenys
AVIBASE-74070E02,Cichlopsis peruviana,Cichlopsis leucogenys,Cichlopsis leucogenys
AVIBASE-249364E0,Cicinnurus magnificus,Cicinnurus magnificus,Cicinnurus magnificus
AVIBASE-77A0EB9D,Cicinnurus regius,Cicinnurus regius,Cicinnurus regius
AVIBASE-1B03A722,Cicinnurus respublica,Cicinnurus respublica,Cicinnurus respublica
AVIBASE-26CD0319,Ciconia abdimii,Ciconia abdimii,Ciconia abdimii
AVIBASE-C417573F,Ciconia boyciana,Ciconia boyciana,Ciconia boyciana
AVIBASE-28825494,Ciconia ciconia,Ciconia ciconia,Ciconia ciconia
AVIBASE-F76E7B80,Ciconia episcopus,Ciconia episcopus,Ciconia episcopus
AVIBASE-4AB9F632,Ciconia maguari,Ciconia maguari,Ciconia maguari
AVIBASE-5157C558,Ciconia microscelis,Ciconia episcopus,Ciconia episcopus
AVIBASE-E2817DAE,Ciconia nigra,Ciconia nigra,Ciconia nigra
AVIBASE-0C6D8B19,Ciconia stormi,Ciconia stormi,Ciconia stormi
AVIBASE-858C33DD,Cinclidium frontale,Cinclidium frontale,Cinclidium frontale
AVIBASE-65229424,Cinclocerthia gutturalis,Cinclocerthia gutturalis,Cinclocerthia gutturalis
AVIBASE-9E532090,Cinclocerthia ruficauda,Cinclocerthia ruficauda,Cinclocerthia ruficauda
AVIBASE-B1DBDB2E,Cinclodes albidiventris,Cinclodes albidiventris,Cinclodes albidiventris
AVIBASE-0F46C5DB,Cinclodes albiventris,Cinclodes albiventris,Cinclodes albiventris
AVIBASE-2C13E973,Cinclodes antarcticus,Cinclodes antarcticus,Cinclodes antarcticus
AVIBASE-950936C6,Cinclodes aricomae,Cinclodes aricomae,Cinclodes aricomae
AVIBASE-DD308D8C,Cinclodes atacamensis,Cinclodes atacamensis,Cinclodes atacamensis
AVIBASE-9B0C898B,Cinclodes comechingonus,Cinclodes comechingonus,Cinclodes comechingonus
AVIBASE-5CD6A77B,Cinclodes excelsior,Cinclodes excelsior,Cinclodes excelsior
AVIBASE-FF52966F,Cinclodes fuscus,Cinclodes fuscus,Cinclodes fuscus
AVIBASE-716443F8,Cinclodes maculirostris,Cinclodes antarcticus,Cinclodes antarcticus
AVIBASE-1B10F1B4,Cinclodes nigrofumosus,Cinclodes nigrofumosus,Cinclodes nigrofumosus
AVIBASE-73C73E03,Cinclodes olrogi,Cinclodes olrogi,Cinclodes olrogi
AVIBASE-E20363A6,Cinclodes oustaleti,Cinclodes oustaleti,Cinclodes oustaleti
AVIBASE-A6DCC8E9,Cinclodes pabsti,Cinclodes pabsti,Cinclodes pabsti
AVIBASE-B2F7B207,Cinclodes palliatus,Cinclodes palliatus,Cinclodes palliatus
AVIBASE-519ED71C,Cinclodes patagonicus,Cinclodes patagonicus,Cinclodes patagonicus
AVIBASE-818F8693,Cinclodes taczanowskii,Cinclodes taczanowskii,Cinclodes taczanowskii
AVIBASE-E4A62726,Cincloramphus cruralis,Cincloramphus cruralis,Cincloramphus cruralis
AVIBASE-ADA9D3DA,Cincloramphus macrurus,Cincloramphus macrurus,Megalurus timoriensis
AVIBASE-D6C5E52E,Cincloramphus mathewsi,Cincloramphus mathewsi,Cincloramphus mathewsi
AVIBASE-55BCBFAF,Cincloramphus timoriensis,Cincloramphus timoriensis,Megalurus timoriensis
AVIBASE-7D5425AD,Cinclosoma ajax,Cinclosoma ajax,Cinclosoma ajax
AVIBASE-FD1E20FA,Cinclosoma alisteri,Cinclosoma alisteri,Cinclosoma cinnamomeum
AVIBASE-476F7031,Cinclosoma castaneothorax,Cinclosoma castaneothorax,Cinclosoma castaneothorax
AVIBASE-CF9BA9D6,Cinclosoma castanotum,Cinclosoma clarum,Cinclosoma castanotum
AVIBASE-602C7CA7,Cinclosoma castanotum,Cinclosoma castanotum,Cinclosoma castanotum
AVIBASE-A070D2D5,Cinclosoma castanotum,NA,Cinclosoma castanotum
AVIBASE-BA3865DD,Cinclosoma cinnamomeum,Cinclosoma cinnamomeum,Cinclosoma cinnamomeum
AVIBASE-00945758,Cinclosoma marginatum,Cinclosoma marginatum,Cinclosoma castaneothorax
AVIBASE-07466471,Cinclosoma punctatum,Cinclosoma punctatum,Cinclosoma punctatum
AVIBASE-FDECE3B9,Cinclus cinclus,Cinclus cinclus,Cinclus cinclus
AVIBASE-DE849BDB,Cinclus leucocephalus,Cinclus leucocephalus,Cinclus leucocephalus
AVIBASE-A5EC8BF5,Cinclus mexicanus,Cinclus mexicanus,Cinclus mexicanus
AVIBASE-4E5EB987,Cinclus pallasii,Cinclus pallasii,Cinclus pallasii
AVIBASE-2135780F,Cinclus schulzii,Cinclus schulzii,Cinclus schulzi
AVIBASE-5A3DDD7A,Cinnycerthia fulva,Cinnycerthia fulva,Cinnycerthia fulva
AVIBASE-D51075E1,Cinnycerthia olivascens,Cinnycerthia olivascens,Cinnycerthia olivascens
AVIBASE-EA4C21DC,Cinnycerthia peruana,Cinnycerthia peruana,Cinnycerthia peruana
AVIBASE-594A4DB7,Cinnycerthia unirufa,Cinnycerthia unirufa,Cinnycerthia unirufa
AVIBASE-B1A3AF6C,Cinnyricinclus leucogaster,Cinnyricinclus leucogaster,Cinnyricinclus leucogaster
AVIBASE-E47FCBF7,Cinnyris afer,Cinnyris afer,Nectarinia afra
AVIBASE-E9BCF764,Cinnyris asiaticus,Cinnyris asiaticus,Nectarinia asiatica
AVIBASE-DD180188,Cinnyris batesi,Cinnyris batesi,Nectarinia batesi
AVIBASE-71C72002,Cinnyris bifasciatus,Cinnyris bifasciatus,Nectarinia bifasciata
AVIBASE-693FC6FD,Cinnyris bouvieri,Cinnyris bouvieri,Nectarinia bouvieri
AVIBASE-CAA420CC,Cinnyris buettikoferi,Cinnyris buettikoferi,Nectarinia buettikoferi
AVIBASE-9CDA630C,Cinnyris chalcomelas,Cinnyris chalcomelas,Nectarinia chalcomelas
AVIBASE-679F9748,Cinnyris chalybeus,Cinnyris chalybeus,Nectarinia chalybea
AVIBASE-D2B15B3F,Cinnyris chloropygius,Cinnyris chloropygius,Nectarinia chloropygia
AVIBASE-48EC6C78,Cinnyris coccinigastrus,Cinnyris coccinigastrus,Nectarinia coccinigaster
AVIBASE-0D9CEEA0,Cinnyris comorensis,Cinnyris comorensis,Nectarinia comorensis
AVIBASE-6A9FC674,Cinnyris congensis,Cinnyris congensis,Nectarinia congensis
AVIBASE-A3D7FDD3,Cinnyris coquerellii,Cinnyris coquerellii,Nectarinia coquerellii
AVIBASE-1F21FFE9,Cinnyris cupreus,Cinnyris cupreus,Nectarinia cuprea
AVIBASE-8449EA0A,Cinnyris dussumieri,Cinnyris dussumieri,Nectarinia dussumieri
AVIBASE-4C428439,Cinnyris erythrocercus,Cinnyris erythrocercus,Nectarinia erythrocerca
AVIBASE-411ECD6F,Cinnyris fuelleborni,Cinnyris fuelleborni,Nectarinia fuelleborni
AVIBASE-427683B4,Cinnyris fuscus,Cinnyris fuscus,Nectarinia fusca
AVIBASE-82E7EDC0,Cinnyris gertrudis,Cinnyris gertrudis,Nectarinia manoensis
AVIBASE-688582BF,Cinnyris habessinicus,Cinnyris habessinicus,Nectarinia habessinica
AVIBASE-36D2C0CD,Cinnyris hellmayri,Cinnyris habessinicus,Nectarinia habessinica
AVIBASE-308AEC0F,Cinnyris humbloti,Cinnyris humbloti,Nectarinia humbloti
AVIBASE-B9D5E209,Cinnyris idenburgi,Cinnyris jugularis,Nectarinia jugularis
AVIBASE-3D3EF8AC,Cinnyris johannae,Cinnyris johannae,Nectarinia johannae
AVIBASE-CBE7EC40,Cinnyris jugularis,Cinnyris jugularis,Nectarinia jugularis
AVIBASE-2088177F,Cinnyris lotenius,Cinnyris lotenius,Nectarinia lotenia
AVIBASE-85666B49,Cinnyris loveridgei,Cinnyris loveridgei,Nectarinia loveridgei
AVIBASE-35BD0745,Cinnyris ludovicensis,Cinnyris ludovicensis,Nectarinia ludovicensis
AVIBASE-4E7287C8,Cinnyris manoensis,Cinnyris manoensis,Nectarinia manoensis
AVIBASE-5AC9F737,Cinnyris mariquensis,Cinnyris mariquensis,Nectarinia mariquensis
AVIBASE-EF6101F4,Cinnyris mediocris,Cinnyris mediocris,Nectarinia mediocris
AVIBASE-375BAF53,Cinnyris melanogastrus,Cinnyris pulchellus,Nectarinia pulchella
AVIBASE-6F3E5C98,Cinnyris minullus,Cinnyris minullus,Nectarinia minulla
AVIBASE-BFE7E27F,Cinnyris moebii,Cinnyris notatus,Nectarinia notata
AVIBASE-B929416B,Cinnyris moreaui,Cinnyris moreaui,Nectarinia moreaui
AVIBASE-7C822074,Cinnyris nectarinioides,Cinnyris nectarinioides,Nectarinia nectarinioides
AVIBASE-942E8A93,Cinnyris neergaardi,Cinnyris neergaardi,Nectarinia neergardi
AVIBASE-8EDC0A7A,Cinnyris notatus,Cinnyris notatus,Nectarinia notata
AVIBASE-783E492C,Cinnyris osea,Cinnyris osea,Nectarinia osea
AVIBASE-F2C131F9,Cinnyris oustaleti,Cinnyris oustaleti,Nectarinia oustaleti
AVIBASE-8427E71F,Cinnyris pembae,Cinnyris pembae,Nectarinia pembae
AVIBASE-5D8A4ACA,Cinnyris prigoginei,Cinnyris prigoginei,Nectarinia afra
AVIBASE-718A3B70,Cinnyris pulchellus,Cinnyris pulchellus,Nectarinia pulchella
AVIBASE-F995313F,Cinnyris regius,Cinnyris regius,Nectarinia regia
